,Wolves,Sheep,Grass
0,10,50,206
1,20,59,188
2,40,69,183
3,80,89,171
4,160,99,151
5,320,94,134
6,288,71,132
7,502,49,124
8,510,38,116
9,604,26,118
10,534,15,124
11,366,13,128
12,276,15,139
13,190,8,147
14,128,10,154
15,36,10,163
16,72,7,172
17,36,5,184
18,72,7,190
19,16,10,200
20,2,11,203
21,4,9,200
22,8,10,227
23,16,10,243
24,0,7,269
25,0,7,293
26,0,8,315
27,0,11,318
28,0,14,338
29,0,16,337
30,0,19,331
31,0,22,332
32,0,26,328
33,0,26,315
34,0,28,310
35,0,33,306
36,0,33,293
37,0,44,284
38,0,51,270
39,0,54,257
40,0,59,244
41,0,61,229
42,0,73,210
43,0,85,190
44,0,101,171
45,0,103,154
46,0,93,131
47,0,92,116
48,0,89,104
49,0,85,87
50,0,82,77
51,0,87,80
52,0,85,70
53,0,85,67
54,0,65,79
55,0,57,68
56,0,48,69
57,0,51,87
58,0,42,97
59,0,28,103
60,0,37,93
61,0,38,117
62,0,40,108
63,0,47,117
64,0,51,127
65,0,45,160
66,0,46,148
67,0,53,160
68,0,45,162
69,0,45,186
70,0,54,188
71,0,74,168
72,0,84,167
73,0,87,151
74,0,98,130
75,0,97,125
76,0,91,126
77,0,82,114
78,0,89,108
79,0,75,94
80,0,67,99
81,0,65,97
82,0,73,93
83,0,52,96
84,0,49,93
85,0,40,84
86,0,44,87
87,0,48,89
88,0,50,110
89,0,49,99
90,0,49,118
91,0,50,109
92,0,50,137
93,0,51,127
94,0,50,168
95,0,48,159
96,0,40,173
97,0,55,183
98,0,50,180
99,0,50,172
100,0,55,177
101,0,42,176
102,0,44,176
103,0,47,183
104,0,61,168
105,0,71,177
106,0,64,165
107,0,67,159
108,0,78,150
109,0,71,137
110,0,79,124
111,0,94,115
112,0,94,106
113,0,82,117
114,0,70,112
115,0,61,99
116,0,59,101
117,0,55,102
118,0,39,129
119,0,35,124
120,0,29,137
121,0,27,130
122,0,24,137
123,0,21,157
124,0,23,151
125,0,27,170
126,0,32,162
127,0,41,195
128,0,43,192
129,0,50,193
130,0,58,179
131,0,65,202
132,0,72,192
133,0,73,189
134,0,79,175
135,0,82,166
136,0,76,168
137,0,79,153
138,0,84,149
139,0,74,135
140,0,82,126
141,0,78,113
142,0,84,92
143,0,87,92
144,0,92,80
145,0,75,71
146,0,60,70
147,0,54,76
148,0,52,66
149,0,56,102
150,0,51,105
151,0,51,94
152,0,46,99
153,0,46,124
154,0,39,121
155,0,41,127
156,0,41,134
157,0,54,140
158,0,52,148
159,0,57,141
160,0,62,146
161,0,59,165
162,0,64,153
163,0,65,167
164,0,63,151
165,0,63,154
166,0,65,155
167,0,59,155
168,0,57,155
169,0,61,143
170,0,63,143
171,0,53,136
172,0,46,139
173,0,46,155
174,0,50,143
175,0,50,148
176,0,54,165
177,0,46,155
178,0,40,157
179,0,38,163
180,0,31,159
181,0,32,179
182,0,27,172
183,0,30,194
184,0,35,189
185,0,34,194
186,0,37,209
187,0,39,199
188,0,44,215
189,0,49,201
190,0,49,208
191,0,54,205
192,0,57,194
193,0,54,195
194,0,60,192
195,0,62,184
196,0,78,176
197,0,71,163
198,0,90,149
199,0,77,132
200,0,85,128
201,0,96,111
202,0,95,99
203,0,87,83
204,0,92,84
205,0,87,83
206,0,78,82
207,0,72,61
208,0,74,58
209,0,66,58
210,0,51,77
211,0,50,69
212,0,48,88
213,0,56,82
214,0,44,104
215,0,42,116
216,0,35,127
217,0,35,120
218,0,34,160
219,0,30,169
220,0,30,176
221,0,31,164
222,0,36,174
223,0,39,204
224,0,49,196
225,0,56,177
226,0,60,181
227,0,65,171
228,0,78,186
229,0,81,167
230,0,86,164
231,0,73,148
232,0,76,139
233,0,79,137
234,0,76,139
235,0,81,128
236,0,85,119
237,0,87,105
238,0,68,107
239,0,71,91
240,0,65,83
241,0,70,90
242,0,62,76
243,0,61,75
244,0,54,96
245,0,54,88
246,0,50,101
247,0,53,125
248,0,40,119
249,0,38,145
250,0,37,133
251,0,40,153
252,0,51,159
253,0,57,143
254,0,50,150
255,0,61,139
256,0,59,145
257,0,67,155
258,0,61,153
259,0,62,154
260,0,63,135
261,0,69,151
262,0,72,149
263,0,71,134
264,0,68,142
265,0,72,127
266,0,69,130
267,0,61,121
268,0,49,117
269,0,63,125
270,0,57,119
271,0,56,120
272,0,49,126
273,0,41,126
274,0,49,146
275,0,54,132
276,0,59,141
277,0,65,122
278,0,64,134
279,0,72,139
280,0,64,127
281,0,70,145
282,0,61,143
283,0,67,144
284,0,59,140
285,0,70,138
286,0,62,128
287,0,67,137
288,0,65,127
289,0,74,120
290,0,69,119
291,0,67,111
292,0,60,110
293,0,57,118
294,0,52,102
295,0,55,108
296,0,64,127
297,0,68,114
