,Wolves,Sheep,Grass
0,10,50,203
1,17,55,187
2,32,58,171
3,58,59,163
4,108,65,148
5,188,68,144
6,181,64,138
7,204,54,131
8,250,43,132
9,250,35,137
10,274,32,135
11,296,24,129
12,242,15,131
13,205,13,140
14,203,8,146
15,141,7,162
16,91,6,169
17,54,8,179
18,40,9,183
19,46,8,190
20,29,9,201
21,24,9,197
22,8,10,220
23,16,9,253
24,4,10,250
25,6,9,270
26,10,9,299
27,7,8,308
28,1,6,319
29,2,6,316
30,4,6,333
31,7,7,330
32,13,7,340
33,1,7,339
34,0,7,335
35,0,6,334
36,0,6,337
37,0,6,336
38,0,7,335
39,0,8,329
40,0,9,326
41,0,9,321
42,0,11,318
43,0,11,321
44,0,14,314
45,0,14,308
46,0,16,305
47,0,19,300
48,0,20,301
49,0,20,295
50,0,19,294
51,0,21,289
52,0,21,289
53,0,22,280
54,0,23,275
55,0,25,276
56,0,28,271
57,0,26,267
58,0,26,261
59,0,22,258
60,0,24,265
61,0,21,266
62,0,24,265
63,0,24,264
64,0,28,257
65,0,30,255
66,0,29,251
67,0,28,248
68,0,30,258
69,0,31,255
70,0,34,248
71,0,35,244
72,0,36,238
73,0,39,236
74,0,37,232
75,0,41,227
76,0,43,212
77,0,44,201
78,0,46,192
79,0,51,190
80,0,55,171
81,0,58,171
82,0,60,159
83,0,64,159
84,0,66,151
85,0,61,142
86,0,61,133
87,0,65,144
88,0,63,130
89,0,67,128
90,0,68,128
91,0,67,113
92,0,67,109
93,0,65,115
94,0,62,116
95,0,57,105
96,0,55,109
97,0,58,127
98,0,59,126
99,0,61,113
100,0,63,132
101,0,66,128
102,0,63,114
103,0,64,115
104,0,64,118
105,0,60,119
106,0,61,125
107,0,59,119
108,0,58,128
109,0,58,130
110,0,60,122
111,0,57,127
112,0,59,126
113,0,63,115
114,0,54,117
115,0,51,117
116,0,54,127
117,0,52,129
118,0,51,142
119,0,53,132
120,0,57,132
121,0,56,148
122,0,54,136
123,0,57,139
124,0,54,134
125,0,58,149
126,0,56,147
127,0,58,132
128,0,62,137
129,0,60,154
130,0,59,136
131,0,60,151
132,0,61,136
133,0,61,145
134,0,57,161
135,0,51,149
136,0,52,146
137,0,59,145
138,0,60,140
139,0,57,135
140,0,53,123
141,0,56,130
142,0,64,117
143,0,71,119
144,0,70,124
145,0,75,116
146,0,79,116
147,0,74,109
148,0,69,103
149,0,67,107
150,0,61,94
151,0,57,113
152,0,59,103
153,0,52,112
154,0,54,111
155,0,54,105
156,0,56,123
157,0,53,109
158,0,53,112
159,0,52,111
160,0,52,118
161,0,45,116
162,0,42,139
163,0,46,130
164,0,45,143
165,0,49,132
166,0,46,158
167,0,45,144
168,0,44,154
169,0,47,168
170,0,49,153
171,0,51,156
172,0,58,166
173,0,63,161
174,0,55,155
175,0,55,150
176,0,56,153
177,0,53,140
178,0,48,147
179,0,42,163
180,0,42,159
181,0,45,149
182,0,45,164
183,0,44,157
184,0,44,148
185,0,41,158
186,0,41,158
187,0,40,148
188,0,37,163
189,0,41,161
190,0,45,147
191,0,48,151
192,0,51,148
193,0,53,149
194,0,62,153
195,0,62,152
196,0,57,145
197,0,62,143
198,0,55,150
199,0,61,145
200,0,57,129
201,0,51,137
202,0,58,147
203,0,52,138
204,0,51,157
205,0,51,157
206,0,49,144
207,0,44,151
208,0,44,159
209,0,44,150
210,0,44,165
211,0,43,165
212,0,44,150
213,0,45,157
214,0,48,144
215,0,50,146
216,0,47,171
217,0,39,160
218,0,42,163
219,0,39,171
220,0,41,172
221,0,39,176
222,0,42,169
223,0,42,162
224,0,46,157
225,0,51,146
226,0,47,156
227,0,51,145
228,0,60,156
229,0,64,140
230,0,59,137
231,0,57,144
232,0,62,127
233,0,59,128
234,0,58,134
235,0,65,143
236,0,66,120
237,0,62,127
238,0,67,123
239,0,64,110
240,0,61,98
241,0,63,113
242,0,64,119
243,0,54,108
244,0,55,117
245,0,63,103
246,0,61,97
247,0,64,109
248,0,63,108
249,0,58,96
250,0,55,95
251,0,62,98
252,0,67,116
253,0,60,119
254,0,61,120
255,0,69,120
256,0,71,128
257,0,69,129
258,0,73,128
259,0,79,110
260,0,70,110
261,0,75,110
262,0,66,118
263,0,62,114
264,0,54,117
265,0,56,120
266,0,57,126
