,Wolves,Sheep,Grass
0,10,50,209
1,11,50,198
2,11,50,187
3,11,49,175
4,11,49,163
5,12,48,160
6,12,49,151
7,12,48,145
8,12,45,142
9,12,43,142
10,12,40,145
11,12,38,145
12,13,38,149
13,13,36,147
14,13,34,147
15,13,32,145
16,13,26,144
17,14,26,145
18,15,25,154
19,16,27,154
20,16,25,147
21,16,25,138
22,16,26,178
23,17,24,170
24,18,20,199
25,18,20,213
26,18,17,209
27,18,17,233
28,19,16,243
29,22,15,247
30,22,14,251
31,22,14,247
32,22,12,248
33,22,12,267
34,22,12,270
35,22,11,275
36,22,10,277
37,22,10,279
38,22,7,282
39,22,7,278
40,25,5,285
41,25,5,299
42,25,6,309
43,25,6,315
44,25,7,313
45,24,7,317
46,24,7,315
47,25,7,315
48,25,8,318
49,25,8,320
50,26,8,323
51,26,8,323
52,26,8,317
53,27,8,320
54,27,7,327
55,27,7,323
56,27,8,322
57,27,8,329
58,28,9,324
59,28,9,327
60,29,9,325
61,28,9,323
62,28,8,323
63,25,8,321
64,25,9,317
65,23,8,316
66,23,8,323
67,23,8,321
68,23,9,316
69,24,9,319
70,24,9,314
71,23,10,314
72,23,10,319
73,22,10,315
74,22,10,314
75,22,11,313
76,23,11,311
77,23,11,308
78,23,10,312
79,23,10,306
80,22,10,307
81,20,11,309
82,17,11,308
83,17,11,306
84,17,10,303
85,17,9,308
86,17,9,305
87,17,9,307
88,17,9,303
89,17,10,309
90,17,11,306
91,17,11,299
92,17,10,308
93,17,10,304
94,17,11,310
95,17,11,311
96,17,11,308
97,17,11,316
98,15,11,311
99,15,13,311
100,15,12,313
101,13,12,311
102,13,11,306
103,13,10,310
104,13,10,308
105,12,10,310
106,12,10,312
107,10,12,311
108,10,13,310
109,10,12,308
110,10,12,304
111,10,11,311
112,10,11,315
113,10,11,319
114,10,11,317
115,10,10,322
116,9,8,321
117,10,8,322
118,10,8,323
119,11,8,326
120,11,9,320
121,11,9,332
122,11,9,328
123,11,8,332
124,11,8,329
125,11,9,333
126,11,8,333
127,11,8,328
128,11,8,334
129,11,7,333
130,11,6,334
131,10,6,335
132,10,5,332
133,10,5,334
134,10,5,335
135,10,5,335
136,10,5,337
137,11,5,339
138,11,6,337
139,11,6,339
140,11,6,342
141,11,6,339
142,11,5,339
143,10,4,348
144,10,4,345
145,10,4,345
146,10,4,349
147,10,4,348
148,9,5,351
149,9,5,353
150,7,5,353
151,7,5,355
152,6,6,356
153,6,6,352
154,6,6,350
155,6,7,348
156,4,9,346
157,4,9,344
158,4,10,341
159,4,10,341
160,4,10,335
161,4,10,331
162,4,10,326
163,4,11,321
164,4,11,317
165,4,11,320
166,4,12,313
167,4,11,311
168,4,12,307
169,4,12,299
170,3,12,299
171,3,12,291
172,3,13,289
173,3,13,287
174,3,16,280
175,3,18,282
176,3,18,276
177,3,20,279
178,3,18,274
179,3,18,274
180,3,18,263
181,3,17,274
182,3,17,274
183,2,18,276
184,2,19,270
185,2,18,269
186,2,17,267
187,2,18,260
188,2,18,265
189,2,19,257
190,2,19,266
191,2,19,263
192,2,21,260
193,2,22,251
194,2,23,244
195,2,23,241
196,2,26,241
197,2,29,234
198,2,30,221
199,2,30,218
200,2,30,222
201,2,33,214
202,2,33,212
203,2,32,207
204,2,32,206
205,1,31,201
206,1,32,203
207,1,33,199
208,1,32,194
209,1,32,193
210,1,32,182
211,1,31,188
212,1,31,184
213,1,32,175
214,1,32,180
215,1,32,185
216,1,28,202
217,1,27,193
218,1,27,199
219,1,26,199
220,1,27,204
221,1,27,209
222,1,27,211
223,1,25,215
224,1,25,227
225,1,24,220
226,1,24,232
227,1,23,230
228,1,23,224
229,1,24,224
230,1,24,224
231,1,24,239
232,1,23,247
233,1,23,245
234,1,22,242
235,1,22,234
236,1,23,238
237,1,21,233
238,1,21,243
239,1,21,235
240,1,21,247
241,1,22,244
242,1,26,245
243,1,27,231
244,1,27,227
245,1,28,224
246,1,27,220
247,1,28,211
248,1,28,211
249,1,29,206
250,1,31,215
251,1,31,206
252,1,32,204
253,1,32,194
254,1,32,193
255,1,35,195
256,1,38,186
257,1,39,181
258,1,40,186
259,1,40,174
260,1,40,170
261,1,39,168
262,1,38,176
263,1,36,175
264,1,34,184
265,1,34,177
266,1,33,190
267,1,27,190
268,1,27,195
269,1,27,188
270,1,26,188
271,1,25,201
272,1,24,199
273,2,25,192
274,2,26,211
275,2,28,203
276,2,29,201
277,2,29,200
278,2,31,201
279,2,30,209
280,2,30,202
281,2,29,206
282,2,27,205
283,2,25,206
284,2,26,222
285,2,27,213
286,2,28,222
287,2,27,215
288,2,27,221
289,2,28,217
290,2,28,221
291,2,27,219
292,2,26,208
293,2,27,208
294,2,29,201
295,2,27,203
