,Wolves,Sheep,Grass
0,10,50,196
1,10,49,189
2,10,48,180
3,11,45,177
4,11,47,177
5,11,47,168
6,11,47,160
7,11,46,147
8,11,45,145
9,12,44,145
10,12,42,140
11,12,42,142
12,12,39,139
13,13,34,140
14,13,33,144
15,13,33,145
16,13,31,146
17,15,29,141
18,16,27,146
19,16,24,148
20,17,23,143
21,17,25,154
22,17,23,170
23,17,22,178
24,18,20,183
25,18,20,195
26,18,19,191
27,19,21,204
28,19,19,217
29,19,18,230
30,19,16,222
31,19,16,237
32,19,16,238
33,19,15,234
34,19,16,239
35,19,18,249
36,19,17,242
37,19,16,254
38,19,15,257
39,20,15,251
40,20,14,253
41,21,14,261
42,22,14,260
43,22,15,255
44,22,17,256
45,22,18,259
46,22,17,262
47,22,17,259
48,22,19,259
49,23,20,266
50,23,20,265
51,23,18,264
52,23,14,268
53,23,14,261
54,23,14,262
55,22,14,266
56,22,11,265
57,22,12,261
58,23,12,267
59,23,10,260
60,25,11,262
61,26,9,260
62,25,8,270
63,24,9,274
64,24,10,276
65,24,10,271
66,24,9,277
67,24,10,282
68,24,9,286
69,24,9,288
70,25,9,293
71,26,8,299
72,26,8,301
73,26,7,307
74,26,8,305
75,25,8,309
76,25,8,321
77,25,8,322
78,25,8,326
79,25,10,329
80,25,9,326
81,26,7,323
82,26,6,329
83,24,6,334
84,24,6,330
85,25,6,329
86,25,5,330
87,25,5,325
88,26,5,325
89,26,5,326
90,25,6,323
91,25,6,324
92,25,7,326
93,25,6,329
94,23,5,325
95,23,5,326
96,22,5,327
97,21,6,328
98,21,6,331
99,21,6,332
100,21,5,327
101,20,4,335
102,20,4,334
103,20,4,333
104,20,4,337
105,20,4,340
106,20,4,339
107,20,4,346
108,20,4,344
109,20,4,349
110,18,5,347
111,18,5,348
112,18,4,351
113,19,3,354
114,19,3,353
115,20,3,357
116,20,3,357
117,20,4,356
118,20,4,356
119,19,5,358
120,20,5,355
121,18,5,359
122,18,5,359
123,17,5,357
124,17,5,356
125,15,5,353
126,15,5,355
127,15,4,357
128,15,5,356
129,16,5,357
130,16,5,355
131,11,6,356
132,11,6,360
133,10,6,358
134,10,6,357
135,10,6,359
136,10,5,359
137,9,5,360
138,9,5,361
139,9,5,363
140,9,4,363
141,7,4,362
142,5,4,363
143,5,4,368
144,5,4,366
145,4,4,372
146,4,4,370
147,4,4,369
148,4,5,368
149,4,5,368
150,4,5,369
151,4,6,368
152,4,6,368
153,4,6,369
154,4,6,369
155,2,6,367
156,2,6,366
157,2,6,365
158,2,6,363
159,2,6,361
160,2,5,361
161,2,6,361
162,2,7,356
163,2,7,353
164,2,7,349
165,2,7,350
166,2,6,349
167,2,7,346
168,2,7,348
169,2,7,348
170,2,7,345
171,2,6,341
172,2,6,339
173,2,6,337
174,3,6,337
175,3,6,342
176,3,6,339
177,3,6,336
178,3,6,336
179,3,6,336
180,3,6,335
181,3,6,333
182,3,6,334
183,3,6,339
184,3,6,335
185,3,7,336
186,3,7,333
187,3,7,331
188,3,8,328
189,3,8,326
190,3,9,326
191,3,10,328
192,3,10,321
193,3,9,319
194,3,11,318
195,4,11,314
196,4,12,307
197,4,12,305
198,4,12,298
199,4,12,295
200,4,13,291
201,4,13,293
202,4,14,290
203,4,15,287
204,4,15,281
205,4,14,280
206,4,14,273
207,4,13,273
208,4,15,280
209,4,16,275
210,4,17,274
211,4,16,265
212,4,16,273
213,4,16,271
214,4,16,272
215,4,16,272
216,4,17,277
217,3,16,281
218,3,15,276
219,3,15,275
220,3,16,276
221,3,16,274
222,3,16,271
223,3,16,276
224,3,18,269
225,3,18,277
226,3,20,278
227,4,22,269
228,4,23,270
229,4,23,262
230,5,24,260
231,5,23,257
232,5,24,256
233,5,24,254
234,5,24,258
235,6,24,252
236,6,24,242
237,6,26,240
238,6,26,230
239,6,24,240
240,6,25,232
241,6,26,232
242,6,23,222
243,8,25,220
244,8,24,222
245,9,24,221
246,9,23,215
247,9,21,224
248,9,22,214
249,9,23,223
250,9,23,223
251,9,23,216
252,9,22,217
