,Wolves,Sheep,Grass
0,10,50,225
1,10,51,214
2,10,51,196
3,10,50,185
4,10,51,170
5,10,50,161
6,10,49,159
7,10,49,156
8,10,51,147
9,10,48,138
10,11,47,132
11,11,47,124
12,11,45,121
13,11,41,125
14,11,42,118
15,11,42,116
16,11,33,118
17,12,32,129
18,13,28,131
19,13,25,129
20,13,23,139
21,13,22,155
22,13,19,175
23,13,20,170
24,13,18,210
25,13,17,219
26,13,15,226
27,13,15,234
28,13,14,243
29,13,14,238
30,15,12,247
31,15,11,270
32,16,11,272
33,17,12,270
34,17,13,266
35,17,15,274
36,17,14,280
37,18,13,286
38,18,12,287
39,19,12,283
40,19,10,290
41,19,10,290
42,19,10,293
43,19,11,296
44,17,11,297
45,17,12,294
46,17,12,304
47,17,13,300
48,17,14,293
49,17,12,291
50,17,12,296
51,17,12,297
52,17,10,296
53,17,9,304
54,17,9,299
55,17,10,302
56,17,9,300
57,18,9,301
58,18,10,302
59,18,10,302
60,19,11,306
61,19,12,305
62,19,13,299
63,19,13,298
64,19,13,307
65,19,14,304
66,19,14,298
67,20,14,298
68,20,14,296
69,20,15,301
70,19,15,294
71,20,15,291
72,18,15,285
73,18,16,289
74,18,17,289
75,19,18,285
76,19,17,285
77,19,17,287
78,19,18,288
79,19,17,285
80,18,17,282
81,18,17,281
82,19,15,273
83,19,15,278
84,19,13,268
85,19,12,269
86,17,10,272
87,17,10,273
88,17,10,265
89,18,12,269
90,18,11,280
91,16,11,275
92,16,10,289
93,16,10,292
94,16,9,294
95,16,9,291
96,15,10,293
97,15,10,289
98,16,10,289
99,15,8,287
100,15,8,290
101,14,8,296
102,14,8,300
103,14,8,298
104,13,8,299
105,12,8,306
106,12,8,314
107,12,9,316
108,13,8,311
109,13,9,315
110,13,10,316
111,13,10,317
112,13,9,318
113,13,7,318
114,13,8,317
115,13,8,317
116,13,8,317
117,13,7,332
118,14,7,335
119,16,7,333
120,16,7,330
121,16,7,331
122,16,7,331
123,16,6,332
124,16,6,331
125,16,6,336
126,15,6,342
127,13,6,343
128,13,6,340
129,13,5,342
130,13,5,348
131,13,5,346
132,13,4,350
133,13,4,350
134,13,3,348
135,13,4,350
136,13,4,346
137,14,4,347
138,14,4,348
139,13,4,350
140,13,3,351
141,13,4,350
142,13,4,352
143,13,4,356
144,13,4,356
145,12,4,353
146,12,4,351
147,12,4,348
148,11,5,346
149,11,4,346
150,11,3,349
151,11,3,349
152,11,3,346
153,9,3,347
154,7,3,350
155,7,2,349
156,5,2,353
157,5,2,352
158,5,2,357
159,5,2,356
160,5,2,357
161,5,3,358
162,5,3,358
163,5,3,360
164,5,3,360
165,5,3,362
166,5,4,367
167,5,4,366
168,5,4,370
169,4,3,371
170,4,4,369
171,4,4,368
172,4,4,367
173,4,4,367
174,4,4,369
175,4,4,367
176,4,5,368
177,4,5,366
178,4,5,366
179,4,5,365
180,4,5,366
181,4,5,363
182,4,5,362
183,3,5,357
184,3,6,355
185,4,6,353
186,4,6,351
187,4,6,349
188,4,6,350
189,4,6,347
190,4,6,347
191,3,6,349
192,3,6,346
193,3,6,347
194,3,6,350
195,3,6,346
196,3,6,345
197,3,8,344
