,Wolves,Sheep,Grass
0,10,50,210
1,20,56,190
2,40,60,178
3,80,64,173
4,160,62,154
5,320,56,152
6,182,42,149
7,256,40,144
8,284,30,145
9,296,24,150
10,158,25,153
11,190,16,159
12,132,16,167
13,122,12,176
14,64,8,185
15,44,8,193
16,56,6,199
17,52,6,206
18,24,4,217
19,20,4,227
20,16,6,239
21,32,6,235
22,6,4,264
23,12,3,286
24,24,5,327
25,48,5,324
26,20,5,345
27,8,4,343
28,16,3,353
29,8,3,357
30,16,2,360
31,16,2,368
32,32,2,368
33,16,2,369
34,0,2,372
35,0,2,371
36,0,2,372
37,0,2,373
38,0,2,373
39,0,3,372
40,0,3,371
41,0,3,375
42,0,3,372
43,0,3,371
44,0,3,370
45,0,4,373
46,0,4,372
47,0,4,374
48,0,4,374
49,0,6,372
50,0,7,372
51,0,8,366
52,0,9,363
53,0,9,359
54,0,9,354
55,0,11,352
56,0,11,348
57,0,12,342
58,0,14,335
59,0,15,329
60,0,17,321
61,0,17,316
62,0,21,309
63,0,23,297
64,0,25,288
65,0,30,281
66,0,28,272
67,0,34,267
68,0,26,258
69,0,24,253
70,0,25,245
71,0,31,235
72,0,34,229
73,0,38,228
74,0,37,224
75,0,40,211
76,0,44,201
77,0,43,187
78,0,44,178
79,0,47,172
80,0,49,163
81,0,51,170
82,0,52,155
83,0,50,154
84,0,46,165
85,0,49,164
86,0,53,162
87,0,48,152
88,0,53,163
89,0,57,150
90,0,55,142
91,0,53,145
92,0,60,137
93,0,61,149
94,0,66,141
95,0,70,132
96,0,68,135
97,0,79,139
98,0,80,135
99,0,77,133
100,0,67,143
101,0,62,138
102,0,55,126
103,0,57,139
104,0,60,138
105,0,62,134
106,0,60,119
107,0,60,126
108,0,56,118
109,0,53,110
110,0,54,112
111,0,51,119
112,0,49,121
113,0,51,129
114,0,59,135
115,0,53,131
116,0,49,135
117,0,55,134
118,0,58,125
119,0,55,147
120,0,59,133
121,0,53,142
122,0,49,154
123,0,51,153
124,0,52,152
125,0,56,158
126,0,61,156
127,0,65,152
128,0,69,143
129,0,64,133
130,0,66,132
131,0,67,126
132,0,66,114
133,0,71,131
134,0,70,126
135,0,55,126
136,0,50,121
137,0,50,124
138,0,45,116
139,0,48,125
140,0,42,132
141,0,44,128
142,0,47,116
143,0,45,132
144,0,50,118
145,0,47,129
146,0,45,119
147,0,46,124
148,0,51,133
149,0,54,155
150,0,55,153
151,0,54,145
152,0,57,142
153,0,53,151
154,0,50,154
155,0,46,141
156,0,49,133
157,0,53,148
158,0,52,135
159,0,55,136
160,0,58,134
161,0,60,131
162,0,61,133
163,0,64,142
164,0,61,137
165,0,59,119
166,0,65,127
167,0,69,124
168,0,73,117
169,0,68,116
170,0,61,135
171,0,64,125
172,0,61,128
173,0,59,128
174,0,63,120
175,0,64,126
176,0,59,114
177,0,57,123
178,0,54,123
179,0,54,113
180,0,49,124
181,0,52,121
182,0,52,120
183,0,51,123
184,0,57,132
185,0,57,120
186,0,53,129
187,0,52,131
188,0,60,144
189,0,54,142
190,0,46,143
191,0,45,132
192,0,40,140
193,0,38,158
194,0,35,147
195,0,39,145
196,0,47,164
197,0,48,156
198,0,47,169
199,0,47,167
200,0,43,160
201,0,50,175
