,Wolves,Sheep,Grass
0,10,110,198
1,11,112,158
2,11,118,134
3,13,118,125
4,13,119,103
5,13,126,92
6,14,124,81
7,15,121,77
8,15,115,65
9,17,105,56
10,17,99,61
11,17,94,62
12,21,91,67
13,23,68,71
14,23,58,75
15,26,54,82
16,29,50,80
17,31,39,84
18,31,37,88
19,30,33,92
20,35,32,94
21,39,22,89
22,41,17,175
23,46,12,194
24,45,12,191
25,46,12,231
26,44,12,244
27,48,12,239
28,49,12,260
29,48,11,269
30,49,10,266
31,49,10,270
32,40,9,284
33,38,9,280
34,40,9,289
35,41,9,299
36,41,10,296
37,41,10,300
38,42,10,308
39,39,10,311
40,36,10,309
41,36,10,309
42,31,6,314
43,30,6,316
44,28,6,317
45,27,6,315
46,27,5,320
47,31,6,326
48,28,7,322
49,29,5,325
50,28,5,327
51,30,6,333
52,28,7,334
53,28,7,331
54,26,7,334
55,26,7,332
56,23,7,335
57,23,8,335
58,24,9,333
59,22,8,332
60,14,8,337
61,10,9,335
62,9,8,340
63,8,8,336
64,8,8,338
65,8,8,337
66,9,8,337
67,9,8,334
68,10,7,339
69,11,7,338
70,13,7,336
71,14,8,333
72,12,8,331
73,10,8,335
74,10,10,336
75,11,10,335
76,11,9,336
77,11,9,338
78,10,9,334
79,9,9,333
80,7,9,332
81,6,10,328
82,6,9,331
83,6,10,327
84,7,10,325
85,6,10,324
86,4,9,324
87,2,8,320
88,2,9,322
89,2,9,320
90,3,10,316
91,3,10,316
92,3,10,315
93,3,10,311
94,3,11,309
95,4,11,308
96,4,11,306
97,5,10,311
98,5,10,314
99,6,10,313
100,7,10,319
101,4,10,320
102,2,10,317
103,2,13,322
104,2,13,319
105,2,13,317
106,3,13,324
107,3,13,320
108,1,12,315
109,1,12,315
110,2,12,310
111,2,12,312
112,2,12,319
113,2,13,318
114,2,13,319
115,2,14,317
116,2,14,319
117,2,14,316
118,2,14,309
119,2,14,304
120,2,14,299
121,2,14,297
122,2,14,291
123,2,14,289
124,2,15,286
125,3,15,290
126,3,15,288
127,3,15,279
128,3,15,275
129,5,15,283
130,4,16,281
131,3,16,278
132,1,16,273
133,0,16,269
134,0,16,265
135,0,16,260
136,0,17,252
137,0,17,251
138,0,17,249
139,0,17,249
140,0,19,247
141,0,20,243
142,0,21,248
143,0,21,238
144,0,22,236
145,0,23,238
146,0,26,226
147,0,27,232
148,0,30,222
149,0,30,228
150,0,32,220
151,0,33,211
152,0,34,220
153,0,36,204
154,0,38,199
155,0,37,193
156,0,37,197
157,0,40,185
158,0,39,179
159,0,40,184
160,0,39,173
161,0,39,166
162,0,41,175
163,0,43,177
164,0,47,159
165,0,47,159
166,0,49,167
167,0,50,156
168,0,52,157
169,0,53,147
170,0,55,147
171,0,53,152
172,0,58,150
173,0,60,138
174,0,62,147
175,0,65,143
176,0,67,125
177,0,65,135
178,0,67,128
179,0,66,114
180,0,65,123
181,0,64,109
182,0,66,121
183,0,67,106
184,0,71,111
185,0,74,107
186,0,69,104
187,0,70,86
188,0,67,86
189,0,66,103
190,0,68,92
191,0,64,93
192,0,61,96
193,0,64,105
194,0,64,98
195,0,63,109
196,0,60,116
197,0,53,129
198,0,54,116
199,0,53,128
200,0,51,147
201,0,52,144
202,0,53,139
203,0,53,152
204,0,52,159
205,0,50,159
206,0,52,151
207,0,51,152
208,0,51,166
209,0,52,167
210,0,54,155
211,0,55,153
212,0,56,152
213,0,57,157
214,0,56,147
215,0,56,149
216,0,56,145
217,0,58,136
218,0,63,131
219,0,61,145
220,0,60,141
221,0,60,129
222,0,63,131
223,0,66,131
224,0,67,127
225,0,67,120
226,0,68,131
227,0,69,124
228,0,67,110
229,0,67,123
230,0,71,125
231,0,70,123
232,0,68,107
233,0,70,111
234,0,74,112
235,0,74,107
236,0,68,103
237,0,65,113
238,0,64,105
239,0,66,117
240,0,65,116
241,0,57,120
242,0,56,109
243,0,54,116
244,0,55,121
245,0,54,137
246,0,54,139
247,0,51,131
248,0,49,137
249,0,48,155
250,0,50,144
251,0,46,142
252,0,46,149
253,0,43,167
254,0,43,150
255,0,44,165
256,0,46,151
257,0,46,156
258,0,49,154
259,0,45,147
260,0,45,167
261,0,42,165
262,0,40,162
263,0,39,154
264,0,39,142
265,0,39,144
266,0,36,140
267,0,41,150
268,0,44,140
269,0,43,152
270,0,42,156
271,0,45,154
272,0,44,148
273,0,45,149
274,0,46,138
275,0,47,157
276,0,47,157
277,0,46,144
278,0,51,164
279,0,49,145
280,0,50,147
281,0,55,151
282,0,56,138
283,0,57,151
284,0,57,128
285,0,58,137
286,0,58,137
287,0,59,133
288,0,58,126
289,0,56,113
290,0,55,120
291,0,53,109
292,0,56,123
293,0,54,115
294,0,53,112
295,0,53,111
296,0,55,119
297,0,53,122
298,0,54,119
299,0,54,102
300,0,54,122
301,0,54,111
302,0,54,126
303,0,58,115
304,0,56,123
305,0,51,145
306,0,49,142
307,0,50,125
308,0,51,126
309,0,50,136
310,0,46,149
311,0,48,152
312,0,48,136
313,0,47,140
314,0,48,142
