,Wolves,Sheep,Grass
0,10,50,175
1,11,53,164
2,11,51,159
3,11,52,151
4,11,50,144
5,14,51,144
6,14,51,140
7,14,43,133
8,15,43,134
9,15,41,133
10,15,37,135
11,15,37,141
12,15,36,143
13,15,31,148
14,16,29,151
15,16,30,156
16,16,29,156
17,18,24,160
18,18,22,160
19,19,20,166
20,19,20,172
21,19,20,187
22,19,16,185
23,19,16,214
24,19,16,208
25,19,15,222
26,20,13,241
27,20,12,248
28,21,14,241
29,22,13,253
30,22,11,259
31,23,11,254
32,23,11,269
33,24,9,266
34,24,10,279
35,24,9,286
36,25,9,284
37,25,9,289
38,24,8,299
39,25,8,295
40,25,8,304
41,25,9,306
42,25,10,306
43,25,10,301
44,26,10,309
45,25,10,308
46,26,11,312
47,26,11,306
48,26,12,309
49,27,12,310
50,27,12,314
51,27,12,322
52,27,11,317
53,29,11,323
54,30,10,325
55,30,8,327
56,30,9,326
57,30,9,328
58,29,7,327
59,29,6,332
60,28,5,329
61,26,4,332
62,26,3,336
63,26,2,333
64,27,2,337
65,29,2,344
66,29,2,347
67,29,2,352
68,29,2,353
69,27,2,358
70,27,2,361
71,27,2,363
72,27,2,361
73,28,2,365
74,29,2,366
75,29,1,371
76,30,1,371
77,30,1,372
78,31,1,377
79,30,1,376
80,25,1,377
81,24,1,379
82,24,1,382
83,24,1,384
84,21,1,384
85,21,1,383
86,21,1,384
87,21,2,384
88,21,2,384
89,21,2,385
90,19,2,386
91,19,2,386
92,17,2,388
93,17,2,388
94,17,2,387
95,13,2,386
96,13,2,385
97,13,2,384
98,13,2,382
99,13,2,380
100,13,2,380
101,13,2,379
102,12,3,379
103,11,3,377
104,11,3,375
105,11,3,373
106,9,3,372
107,7,3,371
108,7,3,370
109,6,3,370
110,6,3,369
111,5,4,369
112,5,4,366
113,5,4,365
114,3,5,366
115,3,5,365
116,2,5,365
117,2,6,364
118,2,6,365
119,2,6,363
120,1,7,363
121,1,7,363
122,1,7,359
123,1,7,358
124,1,8,353
125,1,8,357
126,1,9,354
127,1,9,351
128,1,9,350
129,1,9,348
130,1,9,345
131,1,11,340
132,1,11,337
133,1,12,336
134,1,13,330
135,1,13,326
136,1,12,323
137,1,12,320
138,1,12,318
139,1,12,313
140,1,11,311
141,0,11,312
142,0,11,314
143,0,10,316
144,0,10,318
145,0,11,311
146,0,11,311
147,0,12,313
148,0,12,313
149,0,12,313
150,0,12,308
151,0,12,314
152,0,14,311
153,0,16,310
154,0,16,318
155,0,15,317
156,0,16,308
157,0,17,308
158,0,16,302
159,0,17,301
160,0,16,304
161,0,16,299
162,0,17,290
163,0,15,285
164,0,16,287
165,0,17,281
166,0,19,281
167,0,19,276
168,0,21,275
169,0,22,267
170,0,24,261
171,0,26,255
172,0,26,251
173,0,26,247
174,0,27,245
175,0,27,247
176,0,28,243
177,0,27,233
178,0,28,234
179,0,27,240
180,0,29,239
181,0,28,230
182,0,24,237
183,0,25,236
184,0,25,232
185,0,27,231
186,0,25,219
187,0,26,216
188,0,24,219
189,0,23,209
190,0,23,220
191,0,24,221
192,0,25,218
193,0,25,206
194,0,27,207
195,0,28,205
196,0,28,198
197,0,27,215
198,0,29,217
199,0,30,207
200,0,30,200
201,0,31,209
202,0,33,208
203,0,35,206
204,0,36,196
205,0,36,187
206,0,35,181
207,0,34,193
208,0,34,184
209,0,33,199
