,Wolves,Sheep,Grass
0,30,150,182
1,30,138,142
2,30,129,120
3,30,121,97
4,30,110,85
5,30,106,82
6,30,103,78
7,30,98,74
8,30,96,66
9,30,84,67
10,30,82,72
11,30,77,71
12,30,72,68
13,30,50,73
14,30,45,80
15,30,44,89
16,30,44,93
17,30,35,95
18,30,33,102
19,30,24,105
20,30,23,109
21,30,21,103
22,30,23,150
23,30,18,173
24,30,17,197
25,30,15,211
26,30,15,226
27,30,14,231
28,30,15,240
29,30,15,262
30,30,15,268
31,30,14,269
32,30,14,265
33,30,12,283
34,30,12,282
35,30,11,281
36,30,12,285
37,30,9,289
38,30,9,289
39,30,8,284
40,30,8,293
41,29,8,288
42,29,8,293
43,29,9,287
44,29,8,301
45,29,9,305
46,29,10,300
47,29,10,295
48,31,8,302
49,31,7,312
50,31,6,311
51,34,5,314
52,35,5,316
53,37,5,314
54,38,5,319
55,38,5,321
56,43,5,325
57,44,5,325
58,46,4,326
59,46,4,323
60,49,4,324
61,50,4,327
62,47,5,335
63,50,3,332
64,48,3,340
65,48,3,337
66,47,2,343
67,44,2,341
68,44,2,347
69,45,3,350
70,42,3,353
71,43,3,355
72,45,3,354
73,46,3,357
74,50,3,358
75,47,2,357
76,47,1,356
77,47,1,356
78,46,1,362
79,42,1,364
80,40,1,367
81,38,1,367
82,38,1,367
83,37,1,372
84,35,1,371
85,33,1,376
86,32,1,376
87,29,1,378
88,29,1,381
89,28,1,382
90,27,1,381
91,26,1,386
92,24,1,386
93,22,1,388
94,21,1,387
95,18,1,391
96,17,1,391
97,16,1,391
98,18,1,392
99,18,1,392
100,17,1,394
101,18,1,394
102,18,1,394
103,15,1,393
104,14,1,393
105,14,1,392
106,14,1,392
107,14,1,391
108,12,1,390
109,10,1,389
110,9,2,388
111,9,2,388
112,7,1,387
113,7,0,387
114,5,0,388
115,5,0,388
116,5,0,388
117,5,0,389
118,5,0,389
119,5,0,390
120,5,0,390
121,4,0,390
122,4,0,390
123,4,0,391
124,4,0,393
125,4,0,394
126,3,0,394
127,3,0,394
128,2,0,395
129,2,0,396
130,2,0,397
131,3,0,398
132,3,0,400
133,3,0,400
134,3,0,400
135,3,0,400
136,3,0,400
137,3,0,400
138,4,0,400
139,2,0,400
140,2,0,400
141,2,0,400
142,2,0,400
143,2,0,400
144,2,0,400
145,2,0,400
146,2,0,400
147,2,0,400
148,2,0,400
149,2,0,400
150,2,0,400
151,3,0,400
152,3,0,400
153,3,0,400
154,1,0,400
155,1,0,400
156,0,0,400
157,0,0,400
158,0,0,400
159,0,0,400
160,0,0,400
161,0,0,400
162,0,0,400
163,0,0,400
164,0,0,400
165,0,0,400
166,0,0,400
167,0,0,400
168,0,0,400
169,0,0,400
170,0,0,400
171,0,0,400
172,0,0,400
173,0,0,400
174,0,0,400
175,0,0,400
176,0,0,400
177,0,0,400
178,0,0,400
179,0,0,400
180,0,0,400
181,0,0,400
182,0,0,400
183,0,0,400
184,0,0,400
185,0,0,400
186,0,0,400
187,0,0,400
188,0,0,400
189,0,0,400
190,0,0,400
191,0,0,400
192,0,0,400
193,0,0,400
194,0,0,400
195,0,0,400
196,0,0,400
197,0,0,400
198,0,0,400
199,0,0,400
200,0,0,400
201,0,0,400
202,0,0,400
203,0,0,400
204,0,0,400
205,0,0,400
206,0,0,400
207,0,0,400
208,0,0,400
209,0,0,400
210,0,0,400
211,0,0,400
212,0,0,400
213,0,0,400
214,0,0,400
215,0,0,400
216,0,0,400
217,0,0,400
218,0,0,400
219,0,0,400
220,0,0,400
221,0,0,400
222,0,0,400
223,0,0,400
224,0,0,400
225,0,0,400
226,0,0,400
227,0,0,400
228,0,0,400
229,0,0,400
230,0,0,400
231,0,0,400
232,0,0,400
233,0,0,400
234,0,0,400
235,0,0,400
236,0,0,400
237,0,0,400
238,0,0,400
239,0,0,400
240,0,0,400
241,0,0,400
242,0,0,400
243,0,0,400
244,0,0,400
245,0,0,400
246,0,0,400
247,0,0,400
248,0,0,400
249,0,0,400
250,0,0,400
251,0,0,400
252,0,0,400
253,0,0,400
254,0,0,400
255,0,0,400
256,0,0,400
257,0,0,400
258,0,0,400
259,0,0,400
260,0,0,400
261,0,0,400
262,0,0,400
263,0,0,400
264,0,0,400
265,0,0,400
266,0,0,400
267,0,0,400
268,0,0,400
269,0,0,400
270,0,0,400
271,0,0,400
272,0,0,400
273,0,0,400
274,0,0,400
275,0,0,400
276,0,0,400
277,0,0,400
278,0,0,400
279,0,0,400
280,0,0,400
281,0,0,400
282,0,0,400
283,0,0,400
284,0,0,400
285,0,0,400
286,0,0,400
287,0,0,400
288,0,0,400
289,0,0,400
290,0,0,400
291,0,0,400
292,0,0,400
293,0,0,400
294,0,0,400
295,0,0,400
296,0,0,400
297,0,0,400
298,0,0,400
299,0,0,400
300,0,0,400
301,0,0,400
302,0,0,400
303,0,0,400
304,0,0,400
305,0,0,400
306,0,0,400
307,0,0,400
308,0,0,400
309,0,0,400
310,0,0,400
311,0,0,400
312,0,0,400
313,0,0,400
314,0,0,400
315,0,0,400
316,0,0,400
317,0,0,400
318,0,0,400
319,0,0,400
320,0,0,400
321,0,0,400
322,0,0,400
323,0,0,400
324,0,0,400
325,0,0,400
326,0,0,400
327,0,0,400
328,0,0,400
329,0,0,400
330,0,0,400
331,0,0,400
332,0,0,400
333,0,0,400
334,0,0,400
335,0,0,400
336,0,0,400
337,0,0,400
338,0,0,400
339,0,0,400
340,0,0,400
341,0,0,400
342,0,0,400
343,0,0,400
344,0,0,400
345,0,0,400
346,0,0,400
347,0,0,400
348,0,0,400
349,0,0,400
350,0,0,400
351,0,0,400
352,0,0,400
353,0,0,400
