,Wolves,Sheep,Grass
0,10,50,222
1,20,50,209
2,40,52,204
3,80,56,189
4,160,56,180
5,320,45,174
6,124,38,168
7,232,35,169
8,334,31,173
9,282,24,172
10,160,23,171
11,106,23,177
12,118,23,176
13,70,16,181
14,82,17,183
15,100,17,193
16,104,13,194
17,28,14,192
18,26,14,195
19,52,12,204
20,12,10,209
21,24,10,232
22,40,11,230
23,50,12,260
24,12,11,271
25,24,10,269
26,24,11,295
27,26,9,289
28,20,9,295
29,8,9,306
30,16,10,310
31,8,11,305
32,16,13,309
33,8,14,312
34,16,14,313
35,32,17,308
36,4,18,304
37,8,19,302
38,16,21,299
39,10,19,294
40,20,18,294
41,8,21,287
42,16,23,278
43,18,26,268
44,10,26,265
45,20,29,252
46,40,29,247
47,24,31,239
48,20,28,229
49,8,28,228
50,16,29,222
51,32,30,213
52,2,30,201
53,4,31,195
54,8,33,191
55,16,34,182
56,0,37,187
57,0,40,179
58,0,37,187
59,0,38,187
60,0,38,187
61,0,41,190
62,0,40,193
63,0,41,193
64,0,46,180
65,0,50,180
66,0,51,195
67,0,53,175
68,0,61,185
69,0,63,167
70,0,64,160
71,0,68,159
72,0,69,168
73,0,62,160
74,0,63,157
75,0,62,149
76,0,63,135
77,0,60,134
78,0,66,125
79,0,67,113
80,0,71,113
81,0,72,109
82,0,75,98
83,0,85,84
84,0,84,87
85,0,72,87
86,0,71,99
87,0,68,100
88,0,69,97
89,0,63,97
90,0,58,85
91,0,59,99
92,0,63,106
93,0,57,110
94,0,57,110
95,0,56,94
96,0,61,111
97,0,63,95
98,0,66,105
99,0,67,107
100,0,67,125
101,0,60,110
102,0,58,110
103,0,54,128
104,0,53,115
105,0,52,115
106,0,48,121
107,0,45,126
108,0,39,150
109,0,38,143
110,0,42,160
111,0,34,161
112,0,34,159
113,0,34,154
114,0,36,163
115,0,36,168
116,0,39,172
117,0,43,187
118,0,42,179
119,0,45,175
120,0,46,179
121,0,51,182
122,0,46,181
123,0,44,161
124,0,43,163
125,0,46,174
126,0,47,163
127,0,47,161
128,0,48,142
129,0,44,149
130,0,43,139
131,0,42,148
132,0,42,153
133,0,43,146
134,0,43,148
135,0,41,148
