,Wolves,Sheep,Grass
0,30,50,202
1,30,49,187
2,30,47,188
3,30,47,187
4,30,47,175
5,30,42,169
6,30,41,168
7,30,40,167
8,30,38,170
9,30,32,168
10,30,30,165
11,30,30,165
12,30,29,167
13,30,27,165
14,30,27,163
15,30,24,164
16,30,24,162
17,30,25,171
18,30,25,177
19,30,26,177
20,30,28,183
21,30,26,177
22,30,25,208
23,30,22,199
24,30,20,203
25,30,17,218
26,30,18,226
27,30,16,238
28,30,16,244
29,30,16,256
30,30,16,250
31,30,16,260
32,30,14,253
33,30,13,268
34,30,13,273
35,30,12,269
36,30,11,270
37,30,11,281
38,30,11,277
39,30,12,282
40,30,12,278
41,24,11,282
42,24,10,290
43,24,8,296
44,24,8,293
45,24,7,304
46,24,8,302
47,24,8,306
48,26,8,306
49,27,8,308
50,28,6,319
51,29,5,320
52,30,3,327
53,31,3,328
54,31,3,328
55,33,3,333
56,32,3,336
57,35,4,341
58,35,4,347
59,36,4,345
60,36,3,349
61,31,3,352
62,31,3,355
63,28,3,360
64,28,3,361
65,27,3,363
66,28,3,362
67,29,3,361
68,26,4,359
69,22,4,359
70,23,4,363
71,21,4,360
72,21,4,361
73,19,4,360
74,20,4,359
75,20,4,356
76,20,4,354
77,20,4,353
78,20,4,355
79,20,4,354
80,18,4,354
81,17,4,354
82,15,4,353
83,12,4,354
84,10,3,354
85,8,3,355
86,8,3,357
87,8,3,358
88,7,4,357
89,5,4,362
90,5,4,361
91,5,4,358
92,5,4,358
93,5,4,360
94,5,4,361
95,4,4,360
96,4,4,359
97,4,5,359
98,4,5,358
99,4,5,358
100,4,5,357
101,3,6,357
102,3,7,357
103,3,7,356
104,3,6,353
105,3,6,351
106,3,7,350
107,3,7,347
108,3,7,348
109,3,7,346
110,3,7,348
111,3,7,348
112,3,7,345
113,3,7,344
114,3,7,345
115,3,7,344
116,3,8,342
117,3,8,344
118,3,8,345
119,3,7,344
120,3,7,340
121,3,7,342
122,3,7,341
123,3,7,341
124,3,7,337
125,3,7,334
126,2,7,333
127,2,7,335
128,2,7,331
129,2,7,330
130,2,7,331
131,3,7,328
132,3,7,330
133,3,7,329
134,1,8,330
135,1,8,332
136,2,8,328
137,2,8,328
138,2,8,331
139,2,10,329
140,2,10,330
141,1,9,324
142,1,9,323
143,1,9,321
144,2,9,316
145,2,9,319
146,2,9,320
147,2,9,318
148,2,10,317
149,2,10,320
150,2,10,317
151,2,10,315
152,3,10,315
153,0,10,314
154,0,10,314
155,0,10,310
156,0,10,304
157,0,11,302
158,0,11,299
159,0,13,299
160,0,13,298
161,0,14,291
162,0,15,290
163,0,15,296
164,0,15,292
165,0,15,286
166,0,15,277
167,0,17,276
168,0,19,275
169,0,20,276
170,0,20,268
171,0,20,263
172,0,20,261
173,0,20,248
174,0,20,252
175,0,20,245
176,0,20,241
177,0,20,247
178,0,20,246
179,0,21,236
180,0,21,235
181,0,22,223
182,0,23,231
183,0,24,223
184,0,26,216
185,0,26,217
186,0,27,219
187,0,27,224
188,0,28,222
189,0,28,221
190,0,28,211
191,0,29,207
192,0,30,219
193,0,30,209
194,0,30,218
195,0,30,213
196,0,31,201
197,0,31,201
198,0,31,195
199,0,32,203
200,0,33,204
201,0,33,197
202,0,33,204
203,0,34,197
204,0,36,195
205,0,37,198
206,0,37,202
207,0,38,198
208,0,41,181
