,Wolves,Sheep,Grass
0,10,50,210
1,20,59,190
2,40,67,177
3,80,74,167
4,160,76,157
5,320,72,143
6,242,63,132
7,324,54,126
8,360,47,121
9,306,31,119
10,350,31,118
11,338,24,121
12,282,18,130
13,134,12,141
14,172,5,150
15,136,7,157
16,98,5,165
17,72,2,172
18,56,3,182
19,48,4,193
20,0,4,206
21,0,1,205
22,0,1,233
23,0,1,278
24,0,1,277
25,0,1,316
26,0,1,337
27,0,1,349
28,0,1,348
29,0,1,370
30,0,1,369
31,0,1,379
32,0,1,385
33,0,1,385
34,0,1,384
35,0,1,386
36,0,1,385
37,0,1,384
38,0,1,385
39,0,2,385
40,0,3,384
41,0,4,384
42,0,4,384
43,0,5,385
44,0,6,383
45,0,6,380
46,0,5,379
47,0,5,378
48,0,8,377
49,0,9,375
50,0,11,371
51,0,11,364
52,0,11,359
53,0,13,355
54,0,18,347
55,0,23,343
56,0,28,329
57,0,31,323
58,0,30,319
59,0,28,309
60,0,33,301
61,0,35,287
62,0,44,279
63,0,41,267
64,0,49,253
65,0,50,243
66,0,55,231
67,0,51,217
68,0,49,202
69,0,58,184
70,0,62,179
71,0,70,175
72,0,77,168
73,0,70,154
74,0,65,147
75,0,64,149
76,0,68,141
77,0,57,147
78,0,49,141
79,0,61,135
80,0,49,134
81,0,46,142
82,0,50,127
83,0,53,133
84,0,62,136
85,0,64,135
86,0,56,136
87,0,59,142
88,0,61,136
89,0,61,136
90,0,53,142
91,0,49,155
92,0,44,149
93,0,49,152
94,0,54,140
95,0,50,156
96,0,54,142
97,0,52,152
98,0,54,145
99,0,53,144
100,0,51,147
101,0,65,148
102,0,65,151
103,0,59,128
104,0,56,145
105,0,55,146
106,0,58,144
107,0,65,129
108,0,63,124
109,0,65,116
110,0,66,119
111,0,74,129
112,0,74,137
113,0,70,120
114,0,72,116
115,0,76,115
116,0,57,119
117,0,59,121
118,0,60,105
119,0,63,97
120,0,61,108
121,0,56,107
122,0,45,120
123,0,37,114
124,0,41,139
125,0,42,142
126,0,46,131
127,0,47,151
128,0,54,155
129,0,52,139
130,0,48,155
131,0,48,147
132,0,53,162
133,0,52,164
134,0,52,159
135,0,50,178
136,0,48,182
137,0,51,183
138,0,50,167
139,0,51,168
140,0,47,170
141,0,51,161
142,0,48,162
143,0,50,170
144,0,52,171
145,0,52,160
146,0,55,166
147,0,54,148
148,0,57,146
149,0,48,147
150,0,44,159
151,0,42,141
152,0,47,152
153,0,50,141
154,0,56,140
155,0,56,131
156,0,60,130
157,0,63,129
158,0,70,129
159,0,60,134
160,0,60,144
161,0,66,128
162,0,61,129
163,0,63,121
164,0,62,123
165,0,62,110
166,0,64,121
