,Wolves,Sheep,Grass
0,10,50,210
1,12,59,190
2,15,68,177
3,19,83,164
4,24,86,155
5,30,97,140
6,42,99,121
7,47,109,106
8,63,95,94
9,64,88,88
10,77,84,84
11,95,64,82
12,106,47,77
13,105,37,82
14,120,33,90
15,137,27,95
16,164,23,96
17,163,11,98
18,177,8,106
19,172,5,117
20,183,3,129
21,127,3,129
22,121,3,158
23,107,3,206
24,95,3,206
25,73,4,243
26,51,4,241
27,33,2,290
28,18,2,288
29,18,3,321
30,14,4,332
31,5,3,342
32,7,5,340
33,8,4,352
34,9,6,359
35,1,6,357
36,1,7,354
37,1,8,358
38,2,8,362
39,2,9,362
40,2,10,358
41,3,10,354
42,4,10,348
43,1,14,344
44,2,17,339
45,0,19,335
46,0,19,330
47,0,22,321
48,0,24,316
49,0,22,308
50,0,26,305
51,0,30,299
52,0,32,293
53,0,31,284
54,0,37,280
55,0,38,276
56,0,36,269
57,0,34,258
58,0,36,249
59,0,43,239
60,0,49,237
61,0,46,231
62,0,42,220
63,0,41,215
64,0,39,209
65,0,41,212
66,0,41,200
67,0,45,192
68,0,46,189
69,0,51,193
70,0,51,177
71,0,58,174
72,0,64,166
73,0,65,152
74,0,61,145
75,0,66,139
76,0,66,144
77,0,58,130
78,0,61,142
79,0,68,141
80,0,62,125
81,0,65,129
82,0,65,127
83,0,61,113
84,0,67,112
85,0,65,119
86,0,71,117
87,0,77,102
88,0,80,118
89,0,71,104
90,0,65,123
91,0,60,111
92,0,62,114
93,0,58,120
94,0,56,138
95,0,51,137
96,0,49,127
97,0,50,137
98,0,52,149
99,0,44,149
100,0,46,141
101,0,53,158
102,0,57,153
103,0,56,157
104,0,57,145
105,0,56,151
106,0,62,150
107,0,62,146
108,0,61,140
109,0,52,133
110,0,54,147
111,0,54,131
112,0,49,127
113,0,50,124
114,0,58,127
115,0,63,113
116,0,65,116
117,0,64,119
118,0,60,121
119,0,60,126
120,0,61,112
121,0,66,110
122,0,55,125
123,0,49,122
124,0,60,115
125,0,62,104
126,0,66,131
127,0,70,132
128,0,63,131
129,0,62,118
130,0,66,122
131,0,67,105
132,0,62,106
133,0,69,103
134,0,67,103
135,0,69,112
136,0,70,112
137,0,63,114
138,0,62,128
139,0,61,123
140,0,58,126
141,0,50,122
142,0,51,132
143,0,50,124
144,0,46,131
145,0,42,139
146,0,41,149
147,0,45,154
148,0,46,160
149,0,46,161
150,0,40,165
151,0,46,171
152,0,53,171
153,0,48,178
154,0,57,178
155,0,55,161
156,0,57,160
157,0,58,170
158,0,52,164
159,0,55,163
160,0,53,156
161,0,61,154
162,0,64,149
163,0,63,130
164,0,60,126
165,0,58,124
166,0,59,122
167,0,57,125
168,0,66,112
169,0,58,115
170,0,57,121
171,0,60,123
172,0,51,123
173,0,48,139
174,0,52,139
175,0,50,125
176,0,56,132
177,0,51,141
178,0,54,142
179,0,55,142
180,0,65,147
181,0,61,149
182,0,60,138
183,0,56,164
184,0,64,160
185,0,56,158
186,0,58,154
187,0,62,145
188,0,58,155
189,0,59,141
190,0,51,147
191,0,52,142
192,0,54,134
193,0,51,146
194,0,53,138
195,0,43,144
196,0,38,159
197,0,39,166
198,0,35,175
199,0,37,179
200,0,39,182
201,0,46,182
202,0,45,181
203,0,47,172
204,0,43,161
205,0,39,192
206,0,39,182
207,0,41,196
208,0,40,199
209,0,41,188
210,0,47,204
211,0,50,193
212,0,45,194
213,0,34,190
214,0,35,189
215,0,41,195
216,0,41,196
217,0,41,185
218,0,41,182
219,0,48,189
220,0,52,175
221,0,55,173
222,0,59,172
223,0,59,169
224,0,65,164
225,0,65,165
226,0,61,150
227,0,62,156
228,0,61,147
229,0,66,155
230,0,68,142
231,0,65,143
232,0,65,130
233,0,61,140
234,0,60,123
235,0,67,129
236,0,59,123
237,0,52,120
238,0,47,121
239,0,45,109
240,0,49,125
241,0,54,127
242,0,57,116
243,0,62,135
244,0,63,124
245,0,53,136
246,0,50,141
247,0,50,145
248,0,49,145
249,0,49,154
250,0,50,147
251,0,46,148
252,0,51,152
253,0,52,163
254,0,58,149
255,0,63,171
256,0,74,164
257,0,66,142
258,0,76,149
259,0,72,134
260,0,70,142
261,0,61,137
262,0,76,134
263,0,69,123
264,0,68,134
265,0,60,126
266,0,59,108
267,0,62,99
268,0,54,101
269,0,62,99
270,0,61,109
271,0,63,104
272,0,58,113
273,0,55,117
274,0,59,122
275,0,62,121
276,0,56,125
277,0,47,112
278,0,42,127
279,0,41,138
280,0,43,152
281,0,40,144
282,0,36,152
283,0,29,157
284,0,37,175
285,0,36,182
286,0,34,173
287,0,37,202
288,0,45,198
289,0,44,188
290,0,42,196
291,0,46,183
292,0,51,180
293,0,53,177
294,0,50,178
295,0,56,173
296,0,64,154
297,0,70,155
298,0,62,160
299,0,74,150
300,0,78,128
301,0,76,122
302,0,79,112
303,0,70,106
304,0,67,92
305,0,66,93
306,0,71,80
307,0,76,81
308,0,76,89
309,0,78,80
310,0,74,77
311,0,70,92
312,0,59,85
313,0,52,87
314,0,39,118
315,0,41,110
316,0,46,117
317,0,50,133
318,0,51,135
319,0,54,120
320,0,51,123
321,0,58,149
322,0,55,153
323,0,55,138
324,0,58,143
325,0,61,157
326,0,60,158
327,0,72,150
328,0,65,138
329,0,63,142
330,0,55,138
331,0,57,152
332,0,65,136
333,0,63,132
334,0,64,121
335,0,68,119
336,0,72,103
337,0,74,100
338,0,71,116
339,0,68,108
340,0,53,135
341,0,50,128
342,0,46,147
343,0,39,136
344,0,30,164
345,0,31,168
346,0,26,158
347,0,28,172
348,0,30,161
349,0,35,173
350,0,35,161
351,0,35,169
352,0,29,185
353,0,37,191
354,0,52,182
355,0,59,194
356,0,62,196
357,0,62,184
358,0,64,170
359,0,75,170
360,0,80,163
361,0,75,148
362,0,77,127
363,0,79,134
364,0,70,124
365,0,69,111
366,0,73,114
367,0,66,113
368,0,68,111
369,0,65,104
370,0,65,95
371,0,66,99
372,0,59,93
373,0,54,107
374,0,54,97
375,0,51,99
376,0,47,119
377,0,42,135
378,0,40,126
379,0,42,147
380,0,45,152
381,0,43,162
382,0,42,148
383,0,42,164
384,0,45,170
385,0,46,158
386,0,50,175
387,0,54,164
388,0,49,181
389,0,52,187
390,0,53,182
391,0,58,170
392,0,56,167
393,0,58,164
394,0,51,163
395,0,52,167
396,0,52,163
397,0,57,158
398,0,60,142
399,0,55,148
400,0,61,139
401,0,71,143
402,0,56,143
403,0,52,146
404,0,51,164
405,0,51,153
406,0,52,150
407,0,54,150
408,0,51,153
409,0,44,163
410,0,43,168
411,0,41,168
412,0,36,168
413,0,30,162
414,0,31,171
415,0,37,182
416,0,34,174
417,0,36,195
418,0,33,186
419,0,40,191
420,0,43,191
421,0,39,194
422,0,45,191
423,0,52,187
424,0,56,184
425,0,58,165
426,0,65,161
427,0,66,172
428,0,65,154
429,0,65,157
430,0,69,144
431,0,70,131
432,0,75,138
433,0,77,129
434,0,80,110
435,0,71,110
436,0,70,97
437,0,67,95
438,0,71,90
439,0,72,75
440,0,75,75
441,0,70,78
442,0,65,85
443,0,70,104
444,0,55,108
445,0,54,122
446,0,46,115
447,0,32,139
448,0,31,131
449,0,31,144
450,0,28,154
451,0,23,182
452,0,26,190
453,0,29,196
454,0,33,206
455,0,28,217
456,0,31,207
457,0,35,219
458,0,33,211
459,0,30,239
460,0,37,237
461,0,41,224
462,0,44,229
463,0,48,216
464,0,52,210
465,0,53,205
466,0,55,187
467,0,61,188
468,0,63,172
469,0,64,169
470,0,63,161
471,0,56,145
472,0,57,149
473,0,54,141
474,0,58,136
475,0,59,137
476,0,65,131
477,0,70,120
478,0,80,111
479,0,82,99
480,0,77,86
481,0,76,85
482,0,75,88
483,0,67,100
484,0,55,89
485,0,59,115
486,0,59,108
487,0,49,129
488,0,56,122
489,0,48,139
490,0,50,146
491,0,53,131
492,0,54,146
493,0,52,127
494,0,58,142
495,0,58,139
496,0,61,138
497,0,48,123
498,0,49,151
499,0,51,155
500,0,49,145
501,0,49,145
