,Wolves,Sheep,Grass
0,10,50,180
1,11,46,165
2,11,45,158
3,11,47,151
4,11,49,152
5,11,51,143
6,12,51,136
7,13,51,141
8,13,48,138
9,13,46,133
10,14,40,130
11,15,38,135
12,15,38,141
13,15,31,145
14,16,30,154
15,17,27,158
16,17,22,159
17,18,22,160
18,18,22,163
19,18,18,175
20,19,19,180
21,19,19,176
22,21,17,196
23,22,16,210
24,22,14,219
25,22,14,241
26,22,16,236
27,23,15,258
28,24,14,262
29,24,16,266
30,24,17,260
31,24,17,274
32,26,16,267
33,26,16,273
34,26,14,280
35,26,12,276
36,27,12,282
37,29,11,279
38,29,11,284
39,27,12,285
40,27,12,278
41,27,12,282
42,28,11,282
43,28,11,280
44,28,11,278
45,28,10,291
46,26,11,284
47,26,11,289
48,27,11,288
49,27,10,284
50,27,11,291
51,27,9,293
52,28,9,288
53,30,8,296
54,31,9,299
55,30,8,294
56,30,8,296
57,27,8,300
58,27,8,299
59,27,8,303
60,27,6,300
61,26,7,304
62,26,7,314
63,26,7,310
64,26,7,314
65,24,7,313
66,23,8,313
67,24,7,317
68,24,7,320
69,24,7,325
70,25,6,329
71,23,6,326
72,21,5,333
73,21,6,336
74,21,6,333
75,21,6,338
76,21,6,334
77,20,5,334
78,18,5,337
79,18,5,335
80,18,5,339
81,18,4,339
82,18,4,342
83,17,4,345
84,18,4,347
85,20,5,345
86,20,5,344
87,20,5,349
88,20,3,348
89,20,2,354
90,17,3,352
91,17,3,358
92,17,3,358
93,17,3,358
94,17,2,363
95,17,2,362
96,18,2,368
97,16,2,367
98,12,2,372
99,11,2,372
100,10,2,374
101,10,2,373
102,11,2,371
103,11,2,373
104,11,2,371
105,11,2,373
106,11,2,377
107,11,2,379
108,11,3,379
109,11,3,377
110,9,3,376
111,9,4,376
112,8,4,377
113,8,4,374
114,8,3,372
115,8,3,371
116,8,3,371
117,8,3,370
118,8,3,369
119,9,3,369
120,9,3,369
121,10,5,368
122,8,6,365
123,8,6,363
124,7,5,358
125,7,5,357
126,7,6,355
127,7,6,352
128,7,6,350
129,7,7,347
130,7,6,346
131,7,7,342
132,7,7,344
133,7,7,343
134,7,5,345
135,7,5,344
136,6,4,345
137,6,4,345
138,7,4,346
139,7,4,345
140,7,4,347
141,7,3,349
142,7,3,351
143,7,3,353
144,7,3,356
145,7,3,354
146,7,3,355
147,7,4,356
148,8,4,356
149,8,6,361
150,8,6,361
151,7,7,356
152,7,7,356
153,7,9,351
154,7,9,350
155,7,9,346
156,7,9,343
157,7,10,338
158,7,10,337
159,6,10,333
160,6,10,329
161,6,10,325
162,4,10,322
163,4,10,319
164,4,11,313
165,4,11,311
166,4,12,311
167,4,11,306
168,4,11,301
169,4,10,302
170,4,9,300
171,4,9,298
172,4,9,303
173,5,11,304
174,5,11,299
175,5,13,300
176,4,13,303
177,4,15,307
178,4,14,301
179,3,15,302
180,3,14,298
181,4,14,295
182,4,13,292
183,4,15,286
184,4,16,292
185,4,16,287
186,4,17,284
187,4,19,275
188,4,19,278
189,4,20,274
190,4,21,266
191,4,23,260
192,4,23,257
193,4,25,263
194,4,24,262
195,4,23,253
196,4,22,252
197,4,22,245
198,4,21,245
199,4,22,233
200,4,24,243
201,4,25,238
202,4,28,236
203,4,27,234
204,4,27,223
205,4,28,232
206,4,27,221
207,2,27,216
208,2,27,213
209,2,27,216
210,2,28,222
211,2,29,230
212,2,28,231
213,2,28,220
214,2,27,219
215,2,29,208
216,2,30,204
217,2,30,213
218,2,29,207
219,2,31,207
220,2,29,211
221,2,27,221
222,2,26,218
223,2,26,215
224,2,27,219
225,0,26,220
226,0,23,215
227,0,23,219
228,0,23,222
229,0,21,232
230,0,21,225
231,0,19,218
232,0,20,225
233,0,20,219
234,0,22,232
235,0,22,232
236,0,23,223
