,Wolves,Sheep,Grass
0,10,50,198
1,10,50,188
2,10,51,169
3,10,51,165
4,10,51,160
5,10,51,159
6,11,53,155
7,11,47,158
8,12,45,155
9,12,45,148
10,12,42,147
11,13,39,136
12,13,41,140
13,13,37,139
14,13,36,145
15,13,36,148
16,13,33,143
17,14,33,144
18,15,33,145
19,16,31,146
20,17,28,152
21,17,28,165
22,17,24,156
23,19,22,186
24,19,22,187
25,19,20,189
26,19,19,183
27,19,18,189
28,19,19,194
29,20,16,205
30,20,17,225
31,20,16,219
32,20,17,235
33,20,16,227
34,20,18,249
35,20,18,250
36,20,17,244
37,20,16,251
38,21,15,254
39,21,15,260
40,21,13,262
41,21,11,265
42,21,11,269
43,21,11,272
44,23,10,265
45,24,9,271
46,25,7,288
47,26,6,291
48,26,6,294
49,27,6,294
50,27,7,295
51,27,7,292
52,27,7,297
53,27,8,303
54,27,8,308
55,28,7,319
56,28,6,322
57,28,5,320
58,29,5,330
59,29,5,328
60,29,4,335
61,29,4,333
62,28,4,338
63,28,4,345
64,27,4,351
65,26,4,353
66,26,4,352
67,26,4,353
68,24,5,352
69,24,5,353
70,24,6,357
71,24,6,358
72,24,6,357
73,24,7,353
74,23,7,355
75,22,7,355
76,22,7,352
77,22,7,353
78,22,7,351
79,23,7,349
80,24,7,345
81,23,7,345
82,21,6,344
83,19,6,341
84,19,6,340
85,20,7,339
86,20,7,340
87,19,7,340
88,19,8,339
89,19,10,337
90,19,10,334
91,19,11,329
92,19,10,323
93,17,10,324
94,17,10,321
95,17,9,321
96,17,8,321
97,17,8,318
98,18,8,318
99,18,10,315
100,17,9,321
101,15,10,319
102,15,10,319
103,15,10,315
104,15,10,318
105,15,10,316
106,15,10,314
107,14,10,311
108,13,10,310
109,13,10,303
110,13,10,308
111,13,10,303
112,11,10,305
113,11,10,308
114,11,12,307
115,11,11,306
116,11,11,307
117,11,12,306
118,11,11,302
119,11,12,302
120,11,12,294
121,11,14,294
122,10,14,293
123,10,15,286
124,10,16,286
125,10,17,279
126,10,17,275
127,10,16,271
128,10,17,275
129,10,18,277
130,10,20,272
131,10,23,270
132,10,24,263
133,8,24,255
134,7,23,259
135,7,23,259
136,7,23,251
137,7,25,256
138,6,25,254
139,5,24,245
140,5,25,241
141,5,24,243
142,5,25,232
143,5,26,234
144,5,25,223
145,5,25,229
146,5,25,227
147,5,26,217
148,5,25,214
149,5,26,213
150,4,25,206
151,4,28,203
152,4,28,200
153,4,28,206
154,4,28,205
155,4,30,204
156,4,30,195
157,4,28,194
158,4,28,181
159,4,28,185
160,4,29,186
161,4,28,179
162,4,29,184
163,4,30,180
164,4,30,191
165,5,29,187
166,5,29,180
167,5,30,192
168,6,29,188
169,6,30,183
170,6,31,174
171,6,33,190
172,6,34,192
173,6,34,192
174,6,32,190
175,6,32,179
176,6,31,183
177,6,31,194
178,6,31,186
179,6,29,189
180,6,29,186
181,6,28,193
182,7,29,182
183,7,28,174
184,7,26,182
185,7,27,198
186,7,28,197
187,7,27,189
188,7,28,189
189,7,30,205
190,7,31,196
191,7,29,207
192,7,29,194
193,7,28,204
194,7,28,195
195,7,28,202
196,7,27,190
197,7,27,201
198,7,27,193
199,7,27,191
200,8,27,194
201,8,24,201
202,8,24,215
203,8,26,220
204,7,26,218
205,7,24,212
206,7,23,219
207,7,23,230
208,7,22,228
209,7,22,225
210,7,22,230
211,7,22,228
212,8,22,221
213,8,21,226
214,8,21,233
215,8,20,228
216,8,21,246
217,8,22,246
218,8,21,240
219,8,23,243
220,8,25,251
221,8,26,248
222,8,25,245
223,8,25,235
224,8,25,234
225,8,25,240
226,7,24,236
227,7,21,232
228,7,21,225
229,6,23,215
230,6,22,217
231,7,23,229
232,7,23,219
233,7,23,222
234,7,22,219
235,8,21,226
236,8,21,222
237,8,20,232
238,8,19,229
239,8,20,225
240,8,19,223
241,8,20,227
242,8,20,228
243,8,22,218
244,8,23,221
245,8,22,235
246,9,19,226
247,9,19,230
248,8,21,234
249,8,21,241
250,8,19,242
251,8,19,254
252,8,18,246
253,8,19,251
254,8,19,259
255,8,18,256
256,8,17,261
257,8,17,260
258,8,17,252
259,8,17,262
260,8,17,266
261,7,18,266
262,7,19,270
263,7,21,271
264,7,24,264
265,7,22,263
266,7,21,263
267,7,20,267
268,7,19,269
269,7,18,264
270,7,17,262
271,7,15,264
272,7,16,272
273,7,17,265
274,7,16,266
275,7,15,274
276,7,15,271
277,7,16,264
278,7,16,263
279,7,16,269
280,7,16,271
281,7,15,275
282,7,14,277
283,7,12,279
284,7,12,282
285,7,12,293
286,7,12,296
287,7,12,294
288,7,12,289
289,7,12,292
290,7,12,294
291,7,11,289
292,7,11,295
293,7,10,290
294,7,11,295
295,6,12,295
296,7,12,296
297,7,12,290
298,7,13,291
299,7,13,294
300,7,14,295
301,7,15,290
302,8,14,283
303,8,14,285
304,8,13,281
305,8,14,288
306,8,13,283
307,9,12,281
308,9,11,283
309,9,11,283
310,9,11,284
311,9,11,291
312,9,11,296
313,9,12,298
314,10,12,296
315,10,14,304
316,10,14,303
317,10,14,304
318,10,13,299
319,10,13,303
320,8,13,307
321,8,12,303
322,8,12,312
323,8,12,305
324,9,12,311
325,8,13,304
326,8,12,308
327,9,12,310
328,9,13,310
329,9,12,307
330,10,12,301
331,11,12,296
332,11,12,301
333,11,12,300
334,11,13,298
335,11,13,295
336,11,14,293
337,12,13,296
338,12,14,300
339,12,15,297
340,12,17,294
341,12,16,297
342,12,18,297
343,12,16,291
344,12,16,290
345,12,16,288
346,12,15,294
347,12,16,292
348,12,17,284
349,10,18,284
350,10,21,291
351,10,21,281
352,10,20,281
353,10,21,280
354,10,21,276
355,10,20,268
