,Wolves,Sheep,Grass
0,10,50,202
1,20,55,186
2,40,70,173
3,80,72,158
4,160,67,157
5,320,68,151
6,300,53,151
7,412,49,158
8,322,35,155
9,404,31,154
10,278,20,163
11,266,15,167
12,188,9,169
13,152,10,182
14,88,6,192
15,112,5,198
16,26,2,203
17,20,2,207
18,8,4,213
19,16,4,226
20,0,5,236
21,0,5,256
22,0,5,278
23,0,5,275
24,0,7,313
25,0,9,310
26,0,12,318
27,0,13,324
28,0,13,345
29,0,14,347
30,0,12,341
31,0,16,343
32,0,22,336
33,0,19,334
34,0,22,326
35,0,21,316
36,0,22,314
37,0,24,306
38,0,27,300
39,0,30,289
40,0,33,277
41,0,42,268
42,0,46,253
43,0,49,238
44,0,48,229
45,0,55,223
46,0,53,209
47,0,49,200
48,0,43,188
49,0,46,182
50,0,53,167
51,0,65,157
52,0,68,148
53,0,68,139
54,0,70,130
55,0,72,125
56,0,85,128
57,0,83,117
58,0,89,103
59,0,86,106
60,0,85,102
61,0,74,87
62,0,68,101
63,0,70,102
64,0,67,100
65,0,75,97
66,0,80,83
67,0,68,88
68,0,62,91
69,0,59,109
70,0,55,108
71,0,53,95
72,0,52,101
73,0,52,103
74,0,52,127
75,0,53,128
76,0,53,124
77,0,61,112
78,0,58,118
79,0,67,118
80,0,72,122
81,0,58,138
82,0,57,135
83,0,47,129
84,0,51,146
85,0,53,149
86,0,55,143
87,0,48,128
88,0,49,126
89,0,59,125
90,0,56,125
91,0,64,132
92,0,63,146
93,0,65,139
94,0,63,144
95,0,49,141
96,0,47,124
97,0,46,128
98,0,50,128
99,0,45,132
100,0,53,151
101,0,56,133
102,0,60,132
103,0,54,140
104,0,62,148
105,0,64,132
106,0,65,131
107,0,62,136
108,0,61,153
109,0,64,140
110,0,56,139
111,0,52,154
112,0,47,143
113,0,49,148
114,0,52,135
115,0,49,150
116,0,49,138
117,0,44,143
118,0,51,156
119,0,48,139
120,0,53,149
121,0,54,158
122,0,51,149
123,0,45,163
124,0,53,151
125,0,50,150
126,0,50,166
127,0,48,152
128,0,43,167
129,0,45,169
130,0,44,158
131,0,47,167
132,0,52,164
133,0,51,166
134,0,54,157
135,0,51,157
136,0,50,156
137,0,51,162
138,0,48,174
139,0,48,161
140,0,49,165
141,0,55,166
142,0,55,161
143,0,53,146
144,0,57,154
145,0,59,150
146,0,67,137
147,0,64,148
148,0,62,138
149,0,55,141
150,0,50,139
151,0,56,126
152,0,57,140
153,0,52,123
154,0,55,129
155,0,67,132
156,0,62,124
157,0,51,133
158,0,59,118
159,0,61,131
160,0,58,119
161,0,66,118
162,0,65,133
163,0,63,127
164,0,65,122
165,0,79,102
166,0,72,107
167,0,75,109
168,0,74,91
169,0,65,96
170,0,58,106
171,0,62,94
172,0,60,111
173,0,62,119
174,0,62,104
175,0,68,113
176,0,69,111
177,0,62,109
178,0,60,95
179,0,57,115
180,0,57,107
181,0,46,107
182,0,47,114
183,0,50,122
184,0,50,151
185,0,45,160
186,0,49,148
187,0,51,175
188,0,46,176
189,0,49,171
190,0,48,155
191,0,49,152
192,0,56,150
193,0,55,158
194,0,57,157
195,0,58,146
196,0,62,159
197,0,55,147
198,0,61,148
199,0,48,152
200,0,46,159
201,0,53,147
202,0,51,148
203,0,60,139
204,0,52,136
205,0,57,139
206,0,58,139
207,0,52,143
208,0,47,128
209,0,53,132
210,0,53,140
211,0,57,144
212,0,57,155
213,0,61,153
214,0,62,153
215,0,68,144
216,0,70,142
217,0,73,143
218,0,75,138
219,0,80,128
220,0,76,106
221,0,73,99
222,0,61,105
223,0,59,92
224,0,54,97
225,0,52,98
226,0,47,108
227,0,44,113
228,0,48,104
229,0,54,121
230,0,56,107
231,0,61,108
232,0,59,114
233,0,53,135
234,0,52,142
235,0,43,133
236,0,45,148
237,0,35,156
238,0,38,146
